brand,model,year,mileage,engine,engine_size,transmission,automatic_transmission,fuel_type,drivetrain,min_mpg,max_mpg,damaged,first_owner,personal_using,turbo,alloy_wheels,adaptive_cruise_control,navigation_system,power_liftgate,backup_camera,keyless_start,remote_start,sunroof/moonroof,automatic_emergency_braking,stability_control,leather_seats,memory_seat,third_row_seating,apple_car_play/android_auto,bluetooth,usb_port,heated_seats,interior_color,exterior_color,price
Mazda,CX-9 Grand Touring,2018,84022,2.5L I4 16V GDI DOHC Turbo,2.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,20,26,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,Black,Sonic Silver Metallic,26950
Toyota,Tacoma SR,2020,72770,2.7L I4 16V MPFI DOHC,2.7,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,20,23,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,Cement,Magnetic Gray Metallic,29633
Nissan,Z Performance,2023,4880,3.0L V6 24V GDI DOHC Twin Turbo,3,6-Speed,0,Gasoline,Rear-wheel Drive,28,39,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,Blue,Black Diamond,59988
Hyundai,Santa Cruz 2.5T SEL Premium,2022,3785,2.5L I4 16V PDI DOHC Turbo,2.5,SHIFTRONIC,0,Gasoline,Four-wheel Drive,31,36,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,Gray,Ice White,39500
Toyota,Sequoia Platinum,2019,52906,5.7L V8 32V MPFI DOHC,5.7,6-Speed Automatic,1,Gasoline,Four-wheel Drive,13,17,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,Redrock / Black,Sizzling Crimson Mica,47769
Chevrolet,Silverado 3500 LT,2022,37300,6.6L V8 16V GDI OHV,6.6,6-Speed Automatic,1,Gasoline,Four-wheel Drive,,,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,Gideon,Summit White,62000
Mazda,CX-9 Signature,2022,29809,2.5L I4 16V GDI DOHC Turbo,2.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,,,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,Deep Chestnut,Machine Gray Metallic,39521
Honda,Fit Sport,2009,56901,1.5L I4 16V MPFI SOHC,1.5,5-Speed Automatic,1,Gasoline,Front-wheel Drive,27,33,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gray,Red,11995
Alfa,Romeo Stelvio Base,2021,15095,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,17,24,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,Black,Rosso,30988
Mercedes-Benz,C-Class C 300 4MATIC,2022,10734,2.0L I4 16V GDI DOHC Turbo,2,9-Speed Automatic,1,Gasoline,Four-wheel Drive,24,32,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,AMG Sienna Brown,MANUFAKTUR Cardinal Red Metallic,47495
Cadillac,XT5 Luxury,2017,69705,3.6L V6 24V GDI DOHC,3.6,8-Speed Automatic,1,Gasoline,Front-wheel Drive,18,25,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,Cirrus,Red Passion Tintcoat,25994
Audi,A3 Premium,2022,5224,2.0L I4 16V GDI DOHC Turbo,2,7-Speed Automatic with Auto-Shift,1,Gasoline,Front-wheel Drive,29,38,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,Black,Navarra Blue Metallic,31489
Audi,A6 55 Premium Plus,2020,27795,2.0L I4 16V GDI DOHC Turbo,2,7-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,24,32,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,Black,Ibis White,38998
Chevrolet,Trailblazer LT,2022,16051,1.3L I3 12V GDI DOHC Turbo,1.3,Automatic CVT,1,Gasoline,Front-wheel Drive,29,31,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,Black,Blue Glow Metallic,27926
Hyundai,Veloster 2.0,2021,33267,2.0L I4 16V MPFI DOHC,2,6-Speed Manual,0,Gasoline,Front-wheel Drive,21,26,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,Black,Chalk White / Black Roof,19500
Toyota,Venza Limited,2015,78516,"3.5L V-6 DOHC, variable valve control, engine with 268HP",3.5,Automatic,1,Gasoline,Four-wheel Drive,0,18,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,,GRAY,22995
Toyota,Highlander LE,2019,53663,3.5L V6 24V PDI DOHC,3.5,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,26,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,Ash,Beige,27591
Kia,Sedona LX,2020,21324,3.3L V6 24V GDI DOHC,3.3,8-Speed Automatic,1,Gasoline,Front-wheel Drive,35,39,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,Gray,Silky Silver,26997
BMW,M4 Competition xDrive,2022,14934,3.0L I6 24V GDI DOHC Twin Turbo,3,Automatic,1,Gasoline,Four-wheel Drive,,,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,Black,Brilliant White Metallic,80321
Toyota,Highlander Hybrid Limited,2020,35134,2.5L I4 16V PDI DOHC Hybrid,2.5,Automatic CVT,1,Hybrid,Four-wheel Drive,34,35,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,,Blue,45698
Jeep,Grand Cherokee L Altitude,2021,10268,Regular Unleaded V-6 3.6 L/220,3.6,Automatic,1,Gasoline,Four-wheel Drive,17,23,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,Global Black,Velvet Red Pearlcoat,38987
Mercedes-Benz,AMG GLE 43 4MATIC Coupe,2019,23280,3.0L V6 24V GDI DOHC Twin Turbo,3,9-Speed Automatic,1,Gasoline,Four-wheel Drive,15,20,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,Ginger,White,58259
Lexus,UX 250h F Sport,2020,27305,2.0L I4 16V PDI DOHC Hybrid,2,Automatic CVT,1,Hybrid,Four-wheel Drive,15,18,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,Black,Redline,33678
FIAT,500e Battery Electric,2019,18149,Electric,,1-Speed Automatic,1,Electric,Front-wheel Drive,,,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,Black,White Tri-Coat,15402
Ford,Explorer ST,2021,45701,3.0L V6 24V GDI DOHC Twin Turbo,3,10-Speed Automatic,1,Gasoline,Four-wheel Drive,18,24,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,Ebony,Agate Black Metallic,46290
Honda,Civic Sport,2021,40460,2.0L I4 16V MPFI DOHC,2,Automatic CVT,1,Gasoline,Front-wheel Drive,29,37,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,Black,Platinum White Pearl,28988
Kia,Optima EX,2015,63642,2.4L I4 16V GDI DOHC,2.4,6-Speed Automatic,1,Gasoline,Front-wheel Drive,23,30,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,Gray,Bright Silver,13384
Mazda,CX-30 Select,2021,39531,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,20,26,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,Black,Jet Black Mica,23865
Alfa,Romeo Stelvio Sprint,2022,11022,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,,,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,Black,Alfa White,42900
Mercedes-Benz,C-Class C 300 4MATIC,2017,51345,2.0L I4 16V GDI DOHC Turbo,2,7-Speed Automatic,1,Gasoline,Four-wheel Drive,14,20,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,Brown,White,31998
Lexus,LS 460 Base,2007,146847,4.6L V8 32V PDI DOHC,4.6,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,20,28,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,Black,Black Sapphire,11196
Land,Rover Range Rover HSE,2019,44482,V6,,Automatic,1,Gasoline,Four-wheel Drive,20,27,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,Ebony,Santorini Black,57726
BMW,X7 xDrive40i,2020,64832,"3L I-6 gasoline direct injection, DOHC, Double VANOS variable va",3,Automatic,1,Gasoline,Four-wheel Drive,20,25,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,Black,Jet Black,51300
Land,Rover Range Rover P525 HSE,2020,29908,Intercooled Supercharger Premium Unleaded V-8 5.0 L/305,5,Automatic,1,Gasoline,Four-wheel Drive,17,24,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,Ivory/Ebony/Ivory/Ebony,Santorini Black Metallic,80977
FIAT,124 Spider Abarth,2019,12147,1.4L I4 16V MPFI SOHC Turbo,1.4,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,26,35,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,Nero,Forte Black Metallic,28988
Chevrolet,Suburban 1500 LT,2012,138473,5.3L V8 16V MPFI OHV Flexible Fuel,5.3,6-Speed Automatic,1,E85 Flex Fuel,Four-wheel Drive,15,21,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,Light Titanium / Dark Titanium,Mocha Steel Metallic,15000
Toyota,Highlander Limited,2014,100357,3.5L V6 24V MPFI DOHC,3.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,18,24,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,Ash,Attitude Black Metallic,19900
Jaguar,XF S,2018,28069,3.0L V6 24V GDI DOHC Supercharged,3,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,15,22,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,Ebony,Carpathian Grey,41775
Cadillac,Escalade Luxury,2020,40752,6.2L V8 16V GDI OHV,6.2,10-Speed Automatic,1,Gasoline,Four-wheel Drive,,,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,Black,,58500
Maserati,Ghibli S Q4,2019,24820,3.0L V6,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,14,20,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,Nero,Black,37550
Chevrolet,Tahoe Police,2015,81306,5.3L V8 16V GDI OHV Flexible Fuel,5.3,6-Speed Automatic,1,E85 Flex Fuel,Four-wheel Drive,16,22,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,Black,White,22795
Nissan,Rogue Select S,2014,95899,2.5L I4 16V MPFI DOHC,2.5,Automatic CVT,1,Gasoline,Front-wheel Drive,21,28,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Pearl White,11995
Suzuki,SX4 LE,2013,113900,2.0L I4 16V MPFI DOHC,2,6-Speed Manual,0,Gasoline,Front-wheel Drive,19,23,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Beige,White,5995
Kia,Forte FE,2019,138759,2.0L I4 16V MPFI DOHC,2,Automatic CVT,1,Gasoline,Front-wheel Drive,19,24,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,,Gray,12995
Mitsubishi,Outlander Sport 2.4 SE,2018,71543,"2.4L I-4 DOHC, MIVEC variable valve control, engine with 168HP",2.4,Automatic,1,Gasoline,Four-wheel Drive,25,26,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,Black,Alloy Silver Metallic,17255
Mitsubishi,Outlander SE,2020,63160,2.4L I4 16V MPFI SOHC,2.4,Automatic CVT,1,Gasoline,Front-wheel Drive,24,29,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,Black,Alloy Silver Metallic,20779
Maserati,Levante Base,2021,19067,3.0L V6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,16,22,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,Black,Gray,53411
Land,Rover Range Rover Autobiography,2023,6012,4.4L V8 32V GDI DOHC Twin Turbo,4.4,Automatic,1,Gasoline,Four-wheel Drive,,,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,Ebony,Carpathian Grey,195993
Alfa,Romeo Stelvio Base,2020,23577,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,22,28,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,Red / Black,Alfa White,37990
FIAT,500X Trekking Plus,2019,36714,1.3L I4 16V GDI SOHC Turbo,1.3,9-Speed Automatic,1,Gasoline,Four-wheel Drive,24,30,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,Black,Arancio,23995
Mercedes-Benz,GLS 450 4MATIC,2021,22265,3.0L I6 24V GDI DOHC Turbo,3,9-Speed Automatic,1,Gasoline,Four-wheel Drive,18,26,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,Black,Polar White,71987
Land,Rover Defender 110 X-Dynamic SE,2023,5760,3.0L I6 24V GDI DOHC Turbo,3,Automatic,1,Gasoline,Four-wheel Drive,16,21,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,Acorn,Silicon Silver,83996
Chevrolet,Malibu 1LS,2015,101847,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,25,36,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Jet Black / Titanium,Summit White,12200
Mitsubishi,Outlander SEL,2020,61850,2.4L I4 16V MPFI SOHC,2.4,Automatic CVT,1,Gasoline,Front-wheel Drive,24,30,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,Black,Mercury Gray Metallic,20200
Land,Rover Discovery HSE,2017,79614,3.0L V6 24V GDI DOHC Supercharged,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,24,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,Ebony,Silicon Silver,27799
MINI,Cooper Countryman Base,2011,134562,1.6L I4 16V MPFI DOHC,1.6,6-Speed Automatic,1,Gasoline,Front-wheel Drive,24,29,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Black,Blue,8000
Mitsubishi,Lancer LE,2017,120101,"2L I-4 DOHC, MIVEC variable valve control, engine with 148HP",2,Automatic,1,Gasoline,Front-wheel Drive,25,28,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,Black,Grey,9900
Ford,Transit-350 XL,2021,67420,3.5L V6 24V PDI DOHC Flexible Fuel,3.5,10-Speed Automatic,1,E85 Flex Fuel,Rear-wheel Drive,,,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,Ebony,White,47218
FIAT,500 Lounge,2012,63438,1.4L I4 16V MPFI SOHC,1.4,6-Speed Automatic,1,Gasoline,Front-wheel Drive,30,38,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,Red,Tan,12998
Toyota,FJ Cruiser Base,2013,57779,4.0L V6 24V MPFI DOHC,4,5-Speed Automatic,1,Gasoline,Four-wheel Drive,17,20,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Dark Charcoal,Iceberg White,40000
Alfa,Romeo Stelvio Base,2019,23054,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,22,28,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,Black,Imola Titanium Metallic,28999
Jeep,Grand Cherokee L Laredo,2022,46095,3.6L V6 24V MPFI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,13,18,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,Black,Bright White Clearcoat,39995
Nissan,370Z Touring,2018,40642,3.7L V6 24V MPFI DOHC,3.7,7-Speed Automatic,1,Gasoline,Rear-wheel Drive,27,39,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,Gray,Solid Red,33995
Lexus,RX 350L Base,2020,24109,3.5L V6 24V PDI DOHC,3.5,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,26,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,Birch,Eminent White Pearl,44950
MINI,Convertible Cooper,2015,75820,1.6L I4 16V MPFI DOHC,1.6,6-Speed Manual,0,Gasoline,Front-wheel Drive,28,38,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,,White,13999
Jaguar,E-PACE R-Dynamic S,2019,33276,2.0L I4 16V GDI DOHC Turbo,2,9-Speed Automatic,1,Gasoline,Four-wheel Drive,,,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,Ebony,Borasco Gray,31800
Ford,F-350 XL,2020,65068,"7.3L V-8 DEVCT variable valve control, engine with 430HP",7.3,Automatic,1,Gasoline,Four-wheel Drive,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,,,58774
Volvo,XC40 T5 R-Design,2020,33412,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,26,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,Charcoal,Bursting Blue Metallic,36000
Maserati,Levante S,2020,52240,3.0L V6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,,,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,Black,Black,39671
FIAT,500 Sport,2013,64894,1.4L I4 16V MPFI SOHC,1.4,5-Speed Manual,0,Gasoline,Front-wheel Drive,31,40,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Black,Black,8481
Nissan,Armada Platinum,2017,50007,5.6L V8 32V GDI DOHC,5.6,7-Speed Automatic,1,Gasoline,Four-wheel Drive,19,26,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,Charcoal,White,28977
Ford,F-150 XL,2020,33351,2.7L V6 24V PDI DOHC Twin Turbo,2.7,Automatic,1,Gasoline,Four-wheel Drive,18,23,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Gray,Magnetic Metallic,36795
Volvo,XC40 T5 Momentum,2019,59065,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,21,27,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,,White,26745
Lexus,LX 570 Base,2017,86840,5.7L V8 32V MPFI DOHC,5.7,8-Speed Automatic,1,Gasoline,Four-wheel Drive,,,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,Cabernet,Atomic Silver,59988
Mercedes-Benz,AMG GLS 63 Base 4MATIC,2019,67669,5.5L V8 32V GDI DOHC Twin Turbo,5.5,7-Speed Automatic,1,Gasoline,Four-wheel Drive,16,22,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,Black,Obsidian Black Metallic,68560
Hyundai,Santa Fe SEL 2.0T,2020,48816,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Front-wheel Drive,,,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,Black / Beige,Twilight Black,26951
Alfa,Romeo 4C Base,2017,25778,1.7L I4 16V MPFI DOHC Turbo,1.7,6-Speed Automatic with Auto-Shift,1,Gasoline,Rear-wheel Drive,22,28,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Black,Black,53555
Kia,Telluride SX,2022,25167,3.8L V6 24V GDI DOHC,3.8,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,24,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,Black,Glacial White Pearl,50987
Toyota,Camry SE,2020,81712,2.5L I4 16V PDI DOHC,2.5,8-Speed Automatic,1,Gasoline,Four-wheel Drive,25,34,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,Black,Celestial Silver Metallic,22987
Land,Rover LR4 HSE,2015,106110,3.0L V6 24V GDI DOHC Supercharged,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,14,19,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,Almond / Arabica,Indus Silver,19888
Mercedes-Benz,C-Class C 300 4MATIC,2019,7768,2.0L I4 16V GDI DOHC Turbo,2,9-Speed Automatic,1,Gasoline,Four-wheel Drive,,,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,Black,Mojave Silver Metallic,39877
Jeep,Gladiator Overland,2021,23113,3.6L V6 24V MPFI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,18,25,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,Black,Bright White Clearcoat,47000
Hyundai,Elantra SEL,2018,84250,2.0L I4 16V MPFI DOHC,2,6-Speed Automatic,1,Gasoline,Front-wheel Drive,26,33,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,Beige,Scarlet Red,13358
Mercedes-Benz,AMG E 63 S 4MATIC,2020,46955,4.0L V8 32V GDI DOHC Twin Turbo,4,9-Speed Automatic,1,Gasoline,Four-wheel Drive,14,21,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,Black,Polar White,80495
Jeep,Grand Cherokee L Laredo,2022,2963,3.6L V6 24V MPFI DOHC,3.6,Automatic,1,Gasoline,Four-wheel Drive,21,29,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Black,Bright White Clearcoat,44290
Audi,Q7 3.0T Premium Plus,2017,82593,3.0L V6 24V GDI DOHC Supercharged,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,25,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,Pistachio Beige,Glacier White Metallic,28900
MINI,Hardtop Cooper S,2020,29375,2.0L I4 16V GDI DOHC Turbo,2,7-Speed Automatic with Auto-Shift,1,Gasoline,Front-wheel Drive,23,32,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,Black,Gray,20985
Kia,Sedona SX,2015,78181,3.3L V6 24V GDI DOHC,3.3,6-Speed Automatic,1,Gasoline,Front-wheel Drive,29,37,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,Gray,Bright Silver,15899
Honda,Pilot EX-L,2022,32368,3.5L V6 24V GDI SOHC,3.5,9-Speed Automatic,1,Gasoline,Four-wheel Drive,19,26,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,Black,Crystal Black Pearl,37400
Nissan,Sentra SR,2013,67421,1.8L I4 16V MPFI DOHC,1.8,Automatic CVT,1,Gasoline,Front-wheel Drive,,,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Charcoal,Aspen White,10900
Chevrolet,Express 1500 Work Van,2006,116010,4.3L V6 12V MPFI OHV,4.3,4-Speed Automatic,1,Gasoline,Rear-wheel Drive,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gray,White,12591
Chevrolet,Tahoe LT,2019,77103,5.3L V8 16V GDI OHV,5.3,6-Speed Automatic,1,Gasoline,Four-wheel Drive,15,21,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,Dark Ash,Silver Ice Metallic,36982
MINI,Cooper S Countryman Base,2011,102366,1.6L I4 16V GDI DOHC Turbo,1.6,6-Speed Automatic,1,Gasoline,Four-wheel Drive,23,30,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Black,Red,9999
Kia,Carnival SX Prestige,2023,10313,3.5L V6 24V PDI DOHC,3.5,8-Speed Automatic,1,Gasoline,Front-wheel Drive,24,32,0,,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,Gray,Flare Red,43541
Hyundai,Tucson SE,2020,29194,2.0L I4 16V GDI DOHC,2,6-Speed Automatic,1,Gasoline,Front-wheel Drive,19,24,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,Gray,Winter White,22499
Mercedes-Benz,S-Class S 450 4MATIC,2019,50171,3.0L V6 24V GDI DOHC Twin Turbo,3,9-Speed Automatic,1,Gasoline,Four-wheel Drive,17,26,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,,,45995
Mitsubishi,Mirage G4 SE,2021,24336,1.2L I3,1.2,CVT,0,Gasoline,Front-wheel Drive,,,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,Black,Black,14995
MINI,E Countryman Cooper S ALL4,2019,36706,1.5L I3 12V GDI DOHC Turbo Hybrid,1.5,6-Speed Automatic,1,Hybrid,Four-wheel Drive,28,35,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,Black,White,27696
Kia,Sorento Hybrid S,2022,22571,1.6L I4 16V GDI DOHC Turbo Hybrid,1.6,6-Speed Automatic,1,Hybrid,Front-wheel Drive,23,34,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,Black,Runway Red,34798
Mercedes-Benz,S-Class S 550 4MATIC,2012,124467,4.7L V8 32V GDI DOHC Twin Turbo,4.7,7-Speed Automatic,1,Gasoline,Four-wheel Drive,19,24,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,Black,Black,17491
MINI,Cooper Base,2010,79819,118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,1.6,6-Speed A/T,0,Gasoline,Front-wheel Drive,23,32,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,Black,Red,8500
Jeep,Grand Cherokee Laredo,2023,2629,3.6L V6 24V MPFI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,16,21,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Black,Bright White Clearcoat,43400
MINI,Countryman Cooper S,2015,50050,1.6L I4 16V GDI DOHC Turbo,1.6,6-Speed Automatic,1,Gasoline,Front-wheel Drive,26,35,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,Carbon Black,Black Metallic,15998
